"Fcast_date";"DATE";"Station.Name";"TMAX_ENSEMBLE_AVG";"TMIN_ENSEMBLE_AVG";"TAVG_ENSEMBLE_AVG";"RAIN_ENSEMBLE_AVG";"Zona_Pas";"Admin"
"2019-12-28";2020-01-08;"Resistencia Aero.";35,42;23,74;29,58;2,71;"NEA";"Chaco"
"2019-12-28";2020-01-09;"Resistencia Aero.";37,31;24,89;31,1;1,68;"NEA";"Chaco"
"2019-12-28";2020-01-10;"Resistencia Aero.";37,66;25,78;31,72;1,16;"NEA";"Chaco"
"2019-12-28";2020-01-11;"Resistencia Aero.";37,69;25,63;31,66;2,25;"NEA";"Chaco"
"2019-12-28";2020-01-12;"Resistencia Aero.";37,19;24,7;30,95;4,15;"NEA";"Chaco"
"2019-12-28";2019-12-29;"Formosa Aerodrome";39,27;26,1;32,68;0;"";"Formosa"
"2019-12-28";2019-12-30;"Formosa Aerodrome";38,66;25,57;32,12;0,24;"";"Formosa"
"2019-12-28";2019-12-31;"Formosa Aerodrome";38,48;25,26;31,87;1,49;"";"Formosa"
"2019-12-28";2020-01-01;"Formosa Aerodrome";37,93;24;30,97;6,18;"";"Formosa"
"2019-12-28";2020-01-02;"Formosa Aerodrome";36,26;22,59;29,42;0,32;"";"Formosa"
"2019-12-28";2020-01-03;"Formosa Aerodrome";35,53;21,68;28,6;0,13;"";"Formosa"
"2019-12-28";2020-01-04;"Formosa Aerodrome";36,4;20,8;28,6;0,04;"";"Formosa"
"2019-12-28";2020-01-05;"Formosa Aerodrome";38,23;21,63;29,93;0,09;"";"Formosa"
"2019-12-28";2020-01-06;"Formosa Aerodrome";37,55;23,93;30,74;1,29;"";"Formosa"
"2019-12-28";2020-01-07;"Formosa Aerodrome";35,93;24,47;30,2;6,94;"";"Formosa"
"2019-12-28";2020-01-08;"Formosa Aerodrome";36,52;24,4;30,46;3,91;"";"Formosa"
"2019-12-28";2020-01-09;"Formosa Aerodrome";38,2;25,17;31,68;1,54;"";"Formosa"
"2019-12-28";2020-01-10;"Formosa Aerodrome";38,54;25,79;32,17;1,59;"";"Formosa"
"2019-12-28";2020-01-11;"Formosa Aerodrome";38,8;25,95;32,38;1,31;"";"Formosa"
"2019-12-28";2020-01-12;"Formosa Aerodrome";38,79;25,55;32,17;3,58;"";"Formosa"
"2019-12-28";2019-12-29;"Ceres Aerodrome";34,87;23,15;29,01;1,6;"Ctro N SFe";"Santa Fe"
"2019-12-28";2019-12-30;"Ceres Aerodrome";34,32;22;28,16;4,44;"Ctro N SFe";"Santa Fe"
"2019-12-28";2019-12-31;"Ceres Aerodrome";30,39;21,37;25,88;9,31;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-01;"Ceres Aerodrome";33,27;21,06;27,17;0,78;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-02;"Ceres Aerodrome";31,83;20,14;25,98;0,11;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-03;"Ceres Aerodrome";32,35;19,57;25,96;0,02;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-04;"Ceres Aerodrome";33,41;20,09;26,75;0;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-05;"Ceres Aerodrome";33,92;21;27,46;0,08;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-06;"Ceres Aerodrome";34,49;21,42;27,95;1,4;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-07;"Ceres Aerodrome";33,59;22,09;27,84;1,4;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-08;"Ceres Aerodrome";34,18;22,51;28,35;1,7;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-09;"Ceres Aerodrome";34,55;23,29;28,92;2,62;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-10;"Ceres Aerodrome";34,49;23,43;28,96;4,77;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-11;"Ceres Aerodrome";33,64;22,94;28,29;5,22;"Ctro N SFe";"Santa Fe"
"2019-12-28";2020-01-12;"Ceres Aerodrome";31,9;21,73;26,81;4,15;"Ctro N SFe";"Santa Fe"
"2019-12-28";2019-12-29;"Cordoba Aerodrome";34,05;21,26;27,65;4,97;"Ctro N Cba";"Cordoba"
"2019-12-28";2019-12-30;"Cordoba Aerodrome";31,99;20,19;26,09;15,39;"Ctro N Cba";"Cordoba"
"2019-12-28";2019-12-31;"Cordoba Aerodrome";31,56;19,56;25,56;1,58;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-01;"Cordoba Aerodrome";34,13;19,52;26,83;0,19;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-02;"Cordoba Aerodrome";31,71;18,26;24,98;0,64;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-03;"Cordoba Aerodrome";32,84;17,39;25,12;0,09;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-04;"Cordoba Aerodrome";34,72;17,95;26,34;0,27;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-05;"Cordoba Aerodrome";32,43;18,26;25,35;1,85;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-06;"Cordoba Aerodrome";33,17;18,05;25,61;2,85;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-07;"Cordoba Aerodrome";33;18,68;25,84;2,49;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-08;"Cordoba Aerodrome";34,35;19,78;27,06;2,04;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-09;"Cordoba Aerodrome";34,09;20,49;27,29;3,86;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-10;"Cordoba Aerodrome";33,33;19,78;26,55;5,03;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-11;"Cordoba Aerodrome";32,92;19,43;26,18;5,51;"Ctro N Cba";"Cordoba"
"2019-12-28";2020-01-12;"Cordoba Aerodrome";30,25;18,86;24,55;4,05;"Ctro N Cba";"Cordoba"
"2019-12-28";2019-12-29;"Parana Aerodrome";34,75;25,46;30,11;0,3;"Ctro E ER";"Entre Rios"
"2019-12-28";2019-12-30;"Parana Aerodrome";34,04;24,32;29,18;4,09;"Ctro E ER";"Entre Rios"
"2019-12-28";2019-12-31;"Parana Aerodrome";28,44;22,35;25,4;9,09;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-01;"Parana Aerodrome";29,02;20,99;25,01;0,29;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-02;"Parana Aerodrome";28,53;19,69;24,11;0,05;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-03;"Parana Aerodrome";29,4;19,22;24,31;0,05;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-04;"Parana Aerodrome";31,3;20,55;25,92;0,01;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-05;"Parana Aerodrome";31,7;20,74;26,22;0,45;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-06;"Parana Aerodrome";32,6;20,98;26,79;3,01;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-07;"Parana Aerodrome";32,81;22,05;27,43;0,65;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-08;"Parana Aerodrome";33,11;23,16;28,14;3,72;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-09;"Parana Aerodrome";32,46;23,85;28,15;5,38;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-10;"Parana Aerodrome";32,42;23,39;27,9;5,61;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-11;"Parana Aerodrome";31,7;22,75;27,22;7,2;"Ctro E ER";"Entre Rios"
"2019-12-28";2020-01-12;"Parana Aerodrome";29,77;21,83;25,8;8,73;"Ctro E ER";"Entre Rios"
"2019-12-28";2019-12-29;"Laboulaye";37,8;20,54;29,17;1,37;"S Cba";"Cordoba"
"2019-12-28";2019-12-30;"Laboulaye";32,72;19,9;26,31;11,93;"S Cba";"Cordoba"
"2019-12-28";2019-12-31;"Laboulaye";31,32;19;25,16;1,23;"S Cba";"Cordoba"
"2019-12-28";2020-01-01;"Laboulaye";29,1;17,53;23,32;0,19;"S Cba";"Cordoba"
"2019-12-28";2020-01-02;"Laboulaye";28,66;16,62;22,64;0,04;"S Cba";"Cordoba"
"2019-12-28";2020-01-03;"Laboulaye";31,6;15,84;23,72;0,01;"S Cba";"Cordoba"
"2019-12-28";2020-01-04;"Laboulaye";34,87;17,07;25,97;2,31;"S Cba";"Cordoba"
"2019-12-28";2020-01-05;"Laboulaye";30,28;16;23,14;3,22;"S Cba";"Cordoba"
"2019-12-28";2020-01-06;"Laboulaye";31,53;16,36;23,95;2,24;"S Cba";"Cordoba"
"2019-12-28";2020-01-07;"Laboulaye";32,88;17,12;25;1,61;"S Cba";"Cordoba"
"2019-12-28";2020-01-08;"Laboulaye";34,77;18,83;26,8;4,62;"S Cba";"Cordoba"
"2019-12-28";2020-01-09;"Laboulaye";32,79;19,29;26,04;5,06;"S Cba";"Cordoba"
"2019-12-28";2020-01-10;"Laboulaye";31,82;18,16;24,99;3,31;"S Cba";"Cordoba"
"2019-12-28";2020-01-11;"Laboulaye";31,32;17,84;24,58;3,9;"S Cba";"Cordoba"
"2019-12-28";2020-01-12;"Laboulaye";29,93;17,07;23,5;1,62;"S Cba";"Cordoba"
"2019-12-28";2019-12-29;"Junin Aerodrome";34,44;18,79;26,61;1,49;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2019-12-30;"Junin Aerodrome";33,18;17,66;25,42;13,55;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2019-12-31;"Junin Aerodrome";27,12;17,83;22,48;13,57;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-01;"Junin Aerodrome";25,78;15,66;20,72;0,32;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-02;"Junin Aerodrome";25,37;14,25;19,81;0,06;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-03;"Junin Aerodrome";28,13;14,35;21,24;0,06;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-04;"Junin Aerodrome";31,16;15,18;23,17;0,95;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-05;"Junin Aerodrome";28,06;14,23;21,15;3,79;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-06;"Junin Aerodrome";28,64;14,78;21,71;5,05;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-07;"Junin Aerodrome";30,84;15,8;23,32;1,13;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-08;"Junin Aerodrome";32,26;17,21;24,74;6,08;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-09;"Junin Aerodrome";30,37;17,9;24,14;6,03;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-10;"Junin Aerodrome";29,4;16,91;23,16;7,11;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-11;"Junin Aerodrome";28,37;16,34;22,35;13,25;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2020-01-12;"Junin Aerodrome";27,44;15,06;21,25;5,96;"Nucleo Sur";"Buenos Aires"
"2019-12-28";2019-12-29;"Aeroparque Bs. As. Aerodrome";32,63;26,18;29,41;1,5;"Ctro BA";"Distrito Federal"
"2019-12-28";2019-12-30;"Aeroparque Bs. As. Aerodrome";31,54;24,47;28,01;9,83;"Ctro BA";"Distrito Federal"
"2019-12-28";2019-12-31;"Aeroparque Bs. As. Aerodrome";25,56;23,3;24,43;14,42;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-01;"Aeroparque Bs. As. Aerodrome";23,64;21,98;22,81;0,41;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-02;"Aeroparque Bs. As. Aerodrome";22,39;21,19;21,79;0,16;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-03;"Aeroparque Bs. As. Aerodrome";25,51;21,28;23,39;0,15;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-04;"Aeroparque Bs. As. Aerodrome";28,81;21,52;25,16;0,31;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-05;"Aeroparque Bs. As. Aerodrome";26,46;20,2;23,33;2,81;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-06;"Aeroparque Bs. As. Aerodrome";27,72;20,65;24,18;4,67;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-07;"Aeroparque Bs. As. Aerodrome";29,66;22,35;26;0,78;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-08;"Aeroparque Bs. As. Aerodrome";30,96;23,57;27,27;4,54;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-09;"Aeroparque Bs. As. Aerodrome";29,68;24,17;26,92;5,78;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-10;"Aeroparque Bs. As. Aerodrome";28,29;23,38;25,84;7,77;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-11;"Aeroparque Bs. As. Aerodrome";28,02;22,43;25,23;12,3;"Ctro BA";"Distrito Federal"
"2019-12-28";2020-01-12;"Aeroparque Bs. As. Aerodrome";26,22;20,93;23,58;6,45;"Ctro BA";"Distrito Federal"
"2019-12-28";2019-12-29;"Santa Rosa Aerodrome";36,93;22,25;29,59;5,08;"SO BA-S LP";"La Pampa"
"2019-12-28";2019-12-30;"Santa Rosa Aerodrome";34,5;26,76;30,63;3,69;"SO BA-S LP";"La Pampa"
"2019-12-28";2019-12-31;"Santa Rosa Aerodrome";33,7;21,41;27,55;0,15;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-01;"Santa Rosa Aerodrome";31,29;19,72;25,51;0,03;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-02;"Santa Rosa Aerodrome";31,75;20,4;26,08;0,02;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-03;"Santa Rosa Aerodrome";34,83;19,94;27,38;0,42;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-04;"Santa Rosa Aerodrome";33,72;18,83;26,28;2,59;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-05;"Santa Rosa Aerodrome";30,01;16,99;23,5;0,76;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-06;"Santa Rosa Aerodrome";30,35;18,35;24,35;1,53;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-07;"Santa Rosa Aerodrome";33,23;19,76;26,5;2,99;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-08;"Santa Rosa Aerodrome";33,63;21,78;27,71;3,84;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-09;"Santa Rosa Aerodrome";32,04;21,45;26,74;2,42;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-10;"Santa Rosa Aerodrome";30,27;20,4;25,34;1,57;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-11;"Santa Rosa Aerodrome";31,28;19,78;25,53;1,17;"SO BA-S LP";"La Pampa"
"2019-12-28";2020-01-12;"Santa Rosa Aerodrome";30,75;19,68;25,22;0,74;"SO BA-S LP";"La Pampa"
"2019-12-28";2019-12-29;"Mar Del Plata Aerodrome";26,97;20,07;23,52;0,77;"Ctro BA";"Buenos Aires"
"2019-12-28";2019-12-30;"Mar Del Plata Aerodrome";21,27;18,46;19,86;10,85;"Ctro BA";"Buenos Aires"
"2019-12-28";2019-12-31;"Mar Del Plata Aerodrome";24,31;18,93;21,62;1,64;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-01;"Mar Del Plata Aerodrome";20,66;16,42;18,54;0,26;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-02;"Mar Del Plata Aerodrome";21,61;15,49;18,55;0,1;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-03;"Mar Del Plata Aerodrome";25,44;15,79;20,61;0,11;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-04;"Mar Del Plata Aerodrome";28,17;14,47;21,32;3,79;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-05;"Mar Del Plata Aerodrome";22,22;13,03;17,63;2,6;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-06;"Mar Del Plata Aerodrome";23,59;14,49;19,04;3,51;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-07;"Mar Del Plata Aerodrome";26,43;16,36;21,4;0,75;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-08;"Mar Del Plata Aerodrome";27,12;17,53;22,32;6,07;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-09;"Mar Del Plata Aerodrome";26,23;17,52;21,88;6,32;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-10;"Mar Del Plata Aerodrome";24,63;16,81;20,72;4,96;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-11;"Mar Del Plata Aerodrome";24,44;16,04;20,24;2,91;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-12;"Mar Del Plata Aerodrome";23,27;14,75;19,01;1,72;"Ctro BA";"Buenos Aires"
"2019-12-28";2019-12-29;"Azul Aerodrome";31,93;19,44;25,69;3,46;"Ctro BA";"Buenos Aires"
"2019-12-28";2019-12-30;"Azul Aerodrome";28,44;19,59;24,01;25,2;"Ctro BA";"Buenos Aires"
"2019-12-28";2019-12-31;"Azul Aerodrome";26,26;18,41;22,33;3,69;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-01;"Azul Aerodrome";24,11;14,17;19,14;0,28;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-02;"Azul Aerodrome";24,33;13,59;18,96;0,09;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-03;"Azul Aerodrome";26,2;14,1;20,15;0,12;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-04;"Azul Aerodrome";28,59;12,96;20,77;2,69;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-05;"Azul Aerodrome";25,29;11,9;18,6;3,02;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-06;"Azul Aerodrome";26,02;12,93;19,47;4,58;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-07;"Azul Aerodrome";28,67;14,92;21,79;1,94;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-08;"Azul Aerodrome";29,42;15,87;22,64;6,04;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-09;"Azul Aerodrome";28,31;16,55;22,43;6,3;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-10;"Azul Aerodrome";26,62;15,35;20,98;6,66;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-11;"Azul Aerodrome";27,29;14,94;21,11;4,21;"Ctro BA";"Buenos Aires"
"2019-12-28";2020-01-12;"Azul Aerodrome";25,76;13,22;19,49;1,78;"Ctro BA";"Buenos Aires"
"2019-12-28";2019-12-29;"Bahia Blanca Aerodrome";34,99;15,12;25,06;20,96;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2019-12-30;"Bahia Blanca Aerodrome";29,46;20,95;25,21;15,99;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2019-12-31;"Bahia Blanca Aerodrome";25,39;18,06;21,73;0,22;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-01;"Bahia Blanca Aerodrome";25,11;16,85;20,98;0,1;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-02;"Bahia Blanca Aerodrome";29,87;16,33;23,1;0,01;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-03;"Bahia Blanca Aerodrome";33,28;20,59;26,94;0,24;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-04;"Bahia Blanca Aerodrome";28,57;15,26;21,91;2,8;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-05;"Bahia Blanca Aerodrome";27,31;13,53;20,42;0,5;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-06;"Bahia Blanca Aerodrome";28,77;17,05;22,91;2,01;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-07;"Bahia Blanca Aerodrome";31,23;18,81;25,02;1,55;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-08;"Bahia Blanca Aerodrome";32,28;20,92;26,6;4,5;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-09;"Bahia Blanca Aerodrome";30,87;19,92;25,4;2,97;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-10;"Bahia Blanca Aerodrome";29,83;18,29;24,06;1,44;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-11;"Bahia Blanca Aerodrome";30,29;17,11;23,7;0,88;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2020-01-12;"Bahia Blanca Aerodrome";29,51;17,34;23,43;0,28;"SO BA-S LP";"Buenos Aires"
"2019-12-28";2019-12-29;"Dolores Aerodrome";30,73;20,09;25,41;1,6;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2019-12-30;"Dolores Aerodrome";27,77;19,43;23,6;13,79;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2019-12-31;"Dolores Aerodrome";23,29;18,24;20,76;5,35;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-01;"Dolores Aerodrome";22,51;16,27;19,39;0,36;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-02;"Dolores Aerodrome";20,17;15,72;17,95;0,18;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-03;"Dolores Aerodrome";23,45;16,03;19,74;0,16;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-04;"Dolores Aerodrome";27,87;15;21,43;2,06;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-05;"Dolores Aerodrome";23,76;13,6;18,68;2,69;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-06;"Dolores Aerodrome";24,28;14,62;19,45;3,59;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-07;"Dolores Aerodrome";27,77;15,98;21,87;0,58;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-08;"Dolores Aerodrome";28,87;17,1;22,98;5,33;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-09;"Dolores Aerodrome";27,89;17,65;22,77;4,8;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-10;"Dolores Aerodrome";26,18;16,61;21,39;5,07;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-11;"Dolores Aerodrome";25,96;16,33;21,14;3,55;"Cuenca Sal";"Buenos Aires"
"2019-12-28";2020-01-12;"Dolores Aerodrome";24,64;14,61;19,62;3,38;"Cuenca Sal";"Buenos Aires"
