"Station.Name";"DATE";"Zona_Pas";"Admin";"DAILY_MAX_TEMP";"DAILY_MIN_TEMP";"DAILY_RAIN"
"Azul Aerodrome";2019-08-20;"C_BUENOSAIRES";"Buenos Aires";"10.20";0,8;0
"Azul Aerodrome";2019-08-21;"C_BUENOSAIRES";"Buenos Aires";"11.50";1;0
"Azul Aerodrome";2019-08-22;"C_BUENOSAIRES";"Buenos Aires";"16.70";4,2;0
"Azul Aerodrome";2019-08-23;"C_BUENOSAIRES";"Buenos Aires";"19.40";1,5;0
"Azul Aerodrome";2019-08-24;"C_BUENOSAIRES";"Buenos Aires";"18.20";2,9;0
"Azul Aerodrome";2019-08-25;"C_BUENOSAIRES";"Buenos Aires";"19.00";1;0
"Azul Aerodrome";2019-08-26;"C_BUENOSAIRES";"Buenos Aires";"20.50";3;0
"Azul Aerodrome";2019-08-27;"C_BUENOSAIRES";"Buenos Aires";"22.50";8,5;0
"Azul Aerodrome";2019-08-28;"C_BUENOSAIRES";"Buenos Aires";"25.20";15;0,5
"Azul Aerodrome";2019-08-29;"C_BUENOSAIRES";"Buenos Aires";"17.80";11,1;0
"Azul Aerodrome";2019-08-30;"C_BUENOSAIRES";"Buenos Aires";"17.80";-2,2;0
"Azul Aerodrome";2019-08-31;"C_BUENOSAIRES";"Buenos Aires";"17.10";-1,5;0
"Azul Aerodrome";2019-09-01;"C_BUENOSAIRES";"Buenos Aires";"11.80";2,6;0
"Azul Aerodrome";2019-09-02;"C_BUENOSAIRES";"Buenos Aires";"10.90";-5;0
"Azul Aerodrome";2019-09-03;"C_BUENOSAIRES";"Buenos Aires";"13.40";-2,8;0
"Azul Aerodrome";2019-09-04;"C_BUENOSAIRES";"Buenos Aires";"10.60";-1,6;0
"Azul Aerodrome";2019-09-05;"C_BUENOSAIRES";"Buenos Aires";"10.40";-5,2;0
"Azul Aerodrome";2019-09-06;"C_BUENOSAIRES";"Buenos Aires";"13.70";3,5;1e-04
"Azul Aerodrome";2019-09-07;"C_BUENOSAIRES";"Buenos Aires";"17.40";6,2;0
"Azul Aerodrome";2019-09-08;"C_BUENOSAIRES";"Buenos Aires";"19.50";5,5;0
"Azul Aerodrome";2019-09-09;"C_BUENOSAIRES";"Buenos Aires";"13.90";7,5;0
"Azul Aerodrome";2019-09-10;"C_BUENOSAIRES";"Buenos Aires";"17.70";3,7;0
"Azul Aerodrome";2019-09-11;"C_BUENOSAIRES";"Buenos Aires";"15.20";3,1;0
"Azul Aerodrome";2019-09-12;"C_BUENOSAIRES";"Buenos Aires";"19.90";-2,8;0
"Azul Aerodrome";2019-09-13;"C_BUENOSAIRES";"Buenos Aires";"17.00";3,5;0
"Azul Aerodrome";2019-09-14;"C_BUENOSAIRES";"Buenos Aires";"20.60";6,6;0
"Azul Aerodrome";2019-09-15;"C_BUENOSAIRES";"Buenos Aires";"17.10";4,5;11
"Azul Aerodrome";2019-09-16;"C_BUENOSAIRES";"Buenos Aires";"16.10";3,4;0
"Azul Aerodrome";2019-09-17;"C_BUENOSAIRES";"Buenos Aires";"22.00";2;0
"Azul Aerodrome";2019-09-18;"C_BUENOSAIRES";"Buenos Aires";"20.20";1;0
"Azul Aerodrome";2019-09-19;"C_BUENOSAIRES";"Buenos Aires";"14.20";9;0
"Azul Aerodrome";2019-09-20;"C_BUENOSAIRES";"Buenos Aires";"17.80";0;0
"Azul Aerodrome";2019-09-21;"C_BUENOSAIRES";"Buenos Aires";"18.50";2,9;0
"Azul Aerodrome";2019-09-22;"C_BUENOSAIRES";"Buenos Aires";"19.20";-4,5;0
"Azul Aerodrome";2019-09-23;"C_BUENOSAIRES";"Buenos Aires";"21.80";5,5;0
"Azul Aerodrome";2019-09-24;"C_BUENOSAIRES";"Buenos Aires";"26.80";3,6;0
"Azul Aerodrome";2019-09-25;"C_BUENOSAIRES";"Buenos Aires";"25.20";7,5;0
"Azul Aerodrome";2019-09-26;"C_BUENOSAIRES";"Buenos Aires";"25.50";4,5;0
"Azul Aerodrome";2019-09-27;"C_BUENOSAIRES";"Buenos Aires";"19.60";5;0
"Azul Aerodrome";2019-09-28;"C_BUENOSAIRES";"Buenos Aires";"23.90";9,2;0
"Azul Aerodrome";2019-09-29;"C_BUENOSAIRES";"Buenos Aires";"28.60";5;0,6
"Azul Aerodrome";2019-09-30;"C_BUENOSAIRES";"Buenos Aires";"17.40";15;1
"Azul Aerodrome";2019-10-01;"C_BUENOSAIRES";"Buenos Aires";"19.50";6,7;0
"Azul Aerodrome";2019-10-02;"C_BUENOSAIRES";"Buenos Aires";"17.10";4;0
"Azul Aerodrome";2019-10-03;"C_BUENOSAIRES";"Buenos Aires";"14.80";-2,4;1
"Azul Aerodrome";2019-10-04;"C_BUENOSAIRES";"Buenos Aires";"14.50";5;8
"Azul Aerodrome";2019-10-05;"C_BUENOSAIRES";"Buenos Aires";"21.20";0,9;0
"Azul Aerodrome";2019-10-06;"C_BUENOSAIRES";"Buenos Aires";"21.70";0,9;0
"Azul Aerodrome";2019-10-07;"C_BUENOSAIRES";"Buenos Aires";"22.30";11,5;0
"Azul Aerodrome";2019-10-08;"C_BUENOSAIRES";"Buenos Aires";"22.70";2;0
"Azul Aerodrome";2019-10-09;"C_BUENOSAIRES";"Buenos Aires";"25.30";2,4;0
"Azul Aerodrome";2019-10-10;"C_BUENOSAIRES";"Buenos Aires";"27.70";2,6;13
"Azul Aerodrome";2019-10-11;"C_BUENOSAIRES";"Buenos Aires";"26.20";11,6;0
"Azul Aerodrome";2019-10-12;"C_BUENOSAIRES";"Buenos Aires";"19.00";8,8;1e-04
"Azul Aerodrome";2019-10-13;"C_BUENOSAIRES";"Buenos Aires";"17.50";6;0
"Azul Aerodrome";2019-10-14;"C_BUENOSAIRES";"Buenos Aires";"14.80";1,9;0
"Azul Aerodrome";2019-10-15;"C_BUENOSAIRES";"Buenos Aires";"12.50";4,2;1e-04
"Azul Aerodrome";2019-10-16;"C_BUENOSAIRES";"Buenos Aires";"18.20";7,9;0
"Bahia Blanca Aerodrome";2019-07-19;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.10";0,8;0
"Bahia Blanca Aerodrome";2019-07-20;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"19.90";1,5;0
"Bahia Blanca Aerodrome";2019-07-21;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.00";11,8;0
"Bahia Blanca Aerodrome";2019-07-22;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"12.00";1,2;0
"Bahia Blanca Aerodrome";2019-07-23;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"13.60";-3,1;0
"Bahia Blanca Aerodrome";2019-07-24;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.00";-4,2;0
"Bahia Blanca Aerodrome";2019-07-25;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.00";0,9;0
"Bahia Blanca Aerodrome";2019-07-26;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.70";-3,6;0
"Bahia Blanca Aerodrome";2019-07-27;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.20";-4;0
"Bahia Blanca Aerodrome";2019-07-28;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.40";2,8;0
"Bahia Blanca Aerodrome";2019-07-29;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.40";8,2;0,1
"Bahia Blanca Aerodrome";2019-07-30;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"21.00";8,9;1e-04
"Bahia Blanca Aerodrome";2019-07-31;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.60";7;1e-04
"Bahia Blanca Aerodrome";2019-08-01;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"13.70";2,5;0
"Bahia Blanca Aerodrome";2019-08-02;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.60";3,8;0
"Bahia Blanca Aerodrome";2019-08-03;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.00";-0,5;0
"Bahia Blanca Aerodrome";2019-08-04;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"21.50";8,2;0
"Bahia Blanca Aerodrome";2019-08-05;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.00";8,6;0
"Bahia Blanca Aerodrome";2019-08-06;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.40";8,4;0
"Bahia Blanca Aerodrome";2019-08-07;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"12.30";-3,2;0
"Bahia Blanca Aerodrome";2019-08-08;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.60";-4;0
"Bahia Blanca Aerodrome";2019-08-09;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.60";-2,1;0
"Bahia Blanca Aerodrome";2019-08-10;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"19.00";1,2;0
"Bahia Blanca Aerodrome";2019-08-11;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.50";3,1;1e-04
"Bahia Blanca Aerodrome";2019-08-12;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"9.00";2,5;0
"Bahia Blanca Aerodrome";2019-08-13;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"10.00";-6,2;0
"Bahia Blanca Aerodrome";2019-08-14;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.20";-7,5;0
"Bahia Blanca Aerodrome";2019-08-15;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.00";3;0
"Bahia Blanca Aerodrome";2019-08-16;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"19.00";2,4;0
"Bahia Blanca Aerodrome";2019-08-17;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.40";4;0,8
"Bahia Blanca Aerodrome";2019-08-18;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"8.50";1,5;1e-04
"Bahia Blanca Aerodrome";2019-08-19;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"8.00";1;0
"Bahia Blanca Aerodrome";2019-08-20;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"9.80";1,6;0,6
"Bahia Blanca Aerodrome";2019-08-21;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"13.20";4,4;2
"Bahia Blanca Aerodrome";2019-08-22;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.40";6,4;0
"Bahia Blanca Aerodrome";2019-08-23;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"19.60";1,3;0
"Bahia Blanca Aerodrome";2019-08-24;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.40";9,4;0
"Bahia Blanca Aerodrome";2019-08-25;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"19.50";8,2;0
"Bahia Blanca Aerodrome";2019-08-26;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"24.10";5,6;1e-04
"Bahia Blanca Aerodrome";2019-08-27;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"24.10";10,3;0
"Bahia Blanca Aerodrome";2019-08-28;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"25.00";18,5;0
"Bahia Blanca Aerodrome";2019-08-29;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.00";6,5;0
"Bahia Blanca Aerodrome";2019-08-30;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.00";0,5;0
"Bahia Blanca Aerodrome";2019-08-31;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.40";-1,6;0
"Bahia Blanca Aerodrome";2019-09-01;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"13.00";1,7;0,2
"Bahia Blanca Aerodrome";2019-09-02;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"9.50";-2;1e-04
"Bahia Blanca Aerodrome";2019-09-03;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.90";-5,5;0
"Bahia Blanca Aerodrome";2019-09-04;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"10.60";-2,6;0
"Bahia Blanca Aerodrome";2019-09-05;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"12.00";-2,5;0
"Bahia Blanca Aerodrome";2019-09-06;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"13.70";6,1;0
"Bahia Blanca Aerodrome";2019-09-07;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.50";5;1e-04
"Bahia Blanca Aerodrome";2019-09-08;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.00";6,5;0
"Bahia Blanca Aerodrome";2019-09-09;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.60";3,4;0
"Bahia Blanca Aerodrome";2019-09-10;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"13.80";0,6;8
"Bahia Blanca Aerodrome";2019-09-11;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"12.20";4,4;0,2
"Bahia Blanca Aerodrome";2019-09-12;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.60";2,5;0
"Bahia Blanca Aerodrome";2019-09-13;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"21.90";5,9;0
"Bahia Blanca Aerodrome";2019-09-14;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.60";9;4
"Bahia Blanca Aerodrome";2019-09-15;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"20.50";10,9;1e-04
"Bahia Blanca Aerodrome";2019-09-16;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.00";1;0
"Bahia Blanca Aerodrome";2019-09-17;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.00";1,5;0
"Bahia Blanca Aerodrome";2019-09-18;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"23.50";-2;0
"Bahia Blanca Aerodrome";2019-09-19;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"15.60";6,9;0
"Bahia Blanca Aerodrome";2019-09-20;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"18.60";2,9;0
"Bahia Blanca Aerodrome";2019-09-21;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"19.00";4,5;0
"Bahia Blanca Aerodrome";2019-09-22;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.50";-1,4;0
"Bahia Blanca Aerodrome";2019-09-23;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"26.60";7,9;0
"Bahia Blanca Aerodrome";2019-09-24;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"29.40";5,6;0
"Bahia Blanca Aerodrome";2019-09-25;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"27.50";5;0
"Bahia Blanca Aerodrome";2019-09-26;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"25.50";8,4;0
"Bahia Blanca Aerodrome";2019-09-27;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"26.40";11,6;0
"Bahia Blanca Aerodrome";2019-09-28;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"27.50";14,4;0
"Bahia Blanca Aerodrome";2019-09-29;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"28.60";14,6;4
"Bahia Blanca Aerodrome";2019-09-30;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.00";12;0
"Bahia Blanca Aerodrome";2019-10-01;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.00";4,8;0
"Bahia Blanca Aerodrome";2019-10-02;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.00";0,3;0
"Bahia Blanca Aerodrome";2019-10-03;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.00";1,2;1e-04
"Bahia Blanca Aerodrome";2019-10-04;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.50";7,7;0,2
"Bahia Blanca Aerodrome";2019-10-05;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"20.50";4,2;0
"Bahia Blanca Aerodrome";2019-10-06;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"24.50";6,6;0
"Bahia Blanca Aerodrome";2019-10-07;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"22.00";13,6;0
"Bahia Blanca Aerodrome";2019-10-08;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"21.20";3,2;0
"Bahia Blanca Aerodrome";2019-10-09;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"25.00";6,2;0
"Bahia Blanca Aerodrome";2019-10-10;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"29.00";7,6;0
"Bahia Blanca Aerodrome";2019-10-11;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"25.10";10,4;0
"Bahia Blanca Aerodrome";2019-10-12;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"27.00";12,4;0
"Bahia Blanca Aerodrome";2019-10-13;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"17.40";7,4;1e-04
"Bahia Blanca Aerodrome";2019-10-14;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"14.00";6,5;0,4
"Bahia Blanca Aerodrome";2019-10-15;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"16.10";5,1;0
"Bahia Blanca Aerodrome";2019-10-16;"SW_BUENOSAIRES_S_LAPAMPA";"Buenos Aires";"NIL";7,8;0
"Dolores Aerodrome";2019-07-19;"E_BUENOSAIRES";"Buenos Aires";"13.20";6,5;0
"Dolores Aerodrome";2019-07-20;"E_BUENOSAIRES";"Buenos Aires";"16.70";5,6;0
"Dolores Aerodrome";2019-07-21;"E_BUENOSAIRES";"Buenos Aires";"23.60";15,3;8
"Dolores Aerodrome";2019-07-22;"E_BUENOSAIRES";"Buenos Aires";"13.90";6,2;0
"Dolores Aerodrome";2019-07-23;"E_BUENOSAIRES";"Buenos Aires";"11.20";3;0
"Dolores Aerodrome";2019-07-24;"E_BUENOSAIRES";"Buenos Aires";"13.20";-0,2;0
"Dolores Aerodrome";2019-07-25;"E_BUENOSAIRES";"Buenos Aires";"11.90";2,3;7
"Dolores Aerodrome";2019-07-26;"E_BUENOSAIRES";"Buenos Aires";"13.70";9,4;2
"Dolores Aerodrome";2019-07-27;"E_BUENOSAIRES";"Buenos Aires";"13.70";3,5;0
"Dolores Aerodrome";2019-07-28;"E_BUENOSAIRES";"Buenos Aires";"13.00";2,5;0
"Dolores Aerodrome";2019-07-29;"E_BUENOSAIRES";"Buenos Aires";"12.90";6,5;0
"Dolores Aerodrome";2019-07-30;"E_BUENOSAIRES";"Buenos Aires";"14.70";6,2;0
"Dolores Aerodrome";2019-07-31;"E_BUENOSAIRES";"Buenos Aires";"18.30";7,5;0
"Dolores Aerodrome";2019-08-01;"E_BUENOSAIRES";"Buenos Aires";"13.50";9;0
"Dolores Aerodrome";2019-08-02;"E_BUENOSAIRES";"Buenos Aires";"13.70";4,8;0
"Dolores Aerodrome";2019-08-03;"E_BUENOSAIRES";"Buenos Aires";"13.70";2,5;0
"Dolores Aerodrome";2019-08-04;"E_BUENOSAIRES";"Buenos Aires";"17.10";3;0
"Dolores Aerodrome";2019-08-05;"E_BUENOSAIRES";"Buenos Aires";"18.00";4;0
"Dolores Aerodrome";2019-08-06;"E_BUENOSAIRES";"Buenos Aires";"21.20";7;0
"Dolores Aerodrome";2019-08-07;"E_BUENOSAIRES";"Buenos Aires";"15.70";3;0
"Dolores Aerodrome";2019-08-08;"E_BUENOSAIRES";"Buenos Aires";"12.90";0;0
"Dolores Aerodrome";2019-08-09;"E_BUENOSAIRES";"Buenos Aires";"9.90";3;0
"Dolores Aerodrome";2019-08-10;"E_BUENOSAIRES";"Buenos Aires";"16.70";-0,3;0
"Dolores Aerodrome";2019-08-11;"E_BUENOSAIRES";"Buenos Aires";"17.20";4,8;0
"Dolores Aerodrome";2019-08-12;"E_BUENOSAIRES";"Buenos Aires";"11.80";4;1e-04
"Dolores Aerodrome";2019-08-13;"E_BUENOSAIRES";"Buenos Aires";"9.20";-0,5;0
"Dolores Aerodrome";2019-08-14;"E_BUENOSAIRES";"Buenos Aires";"11.20";-3;0
"Dolores Aerodrome";2019-08-15;"E_BUENOSAIRES";"Buenos Aires";"15.50";2;0
"Dolores Aerodrome";2019-08-16;"E_BUENOSAIRES";"Buenos Aires";"18.70";3,5;1e-04
"Dolores Aerodrome";2019-08-17;"E_BUENOSAIRES";"Buenos Aires";"15.70";7,5;2
"Dolores Aerodrome";2019-08-18;"E_BUENOSAIRES";"Buenos Aires";"10.20";2,5;0
"Dolores Aerodrome";2019-08-19;"E_BUENOSAIRES";"Buenos Aires";"8.50";0,6;0
"Dolores Aerodrome";2019-08-20;"E_BUENOSAIRES";"Buenos Aires";"10.60";-1,6;0
"Dolores Aerodrome";2019-08-21;"E_BUENOSAIRES";"Buenos Aires";"11.10";-0,5;0
"Dolores Aerodrome";2019-08-22;"E_BUENOSAIRES";"Buenos Aires";"15.70";3;0
"Dolores Aerodrome";2019-08-23;"E_BUENOSAIRES";"Buenos Aires";"18.00";3,5;0
"Dolores Aerodrome";2019-08-24;"E_BUENOSAIRES";"Buenos Aires";"17.50";6;0
"Dolores Aerodrome";2019-08-25;"E_BUENOSAIRES";"Buenos Aires";"17.20";9;0
"Dolores Aerodrome";2019-08-26;"E_BUENOSAIRES";"Buenos Aires";"20.90";5,5;0
"Dolores Aerodrome";2019-08-27;"E_BUENOSAIRES";"Buenos Aires";"23.00";7,2;0
"Dolores Aerodrome";2019-08-28;"E_BUENOSAIRES";"Buenos Aires";"25.70";13;21
"Dolores Aerodrome";2019-08-29;"E_BUENOSAIRES";"Buenos Aires";"16.20";15;0
"Dolores Aerodrome";2019-08-30;"E_BUENOSAIRES";"Buenos Aires";"16.80";3,8;0
"Dolores Aerodrome";2019-08-31;"E_BUENOSAIRES";"Buenos Aires";"16.50";3;0
"Dolores Aerodrome";2019-09-01;"E_BUENOSAIRES";"Buenos Aires";"13.00";4;0
"Dolores Aerodrome";2019-09-02;"E_BUENOSAIRES";"Buenos Aires";"12.70";0,2;0
"Dolores Aerodrome";2019-09-03;"E_BUENOSAIRES";"Buenos Aires";"12.20";-1,8;0
"Dolores Aerodrome";2019-09-04;"E_BUENOSAIRES";"Buenos Aires";"10.00";-0,7;0
"Dolores Aerodrome";2019-09-05;"E_BUENOSAIRES";"Buenos Aires";"9.70";-2,5;0
"Dolores Aerodrome";2019-09-06;"E_BUENOSAIRES";"Buenos Aires";"16.20";2,2;2
"Dolores Aerodrome";2019-09-07;"E_BUENOSAIRES";"Buenos Aires";"16.70";10;2
"Dolores Aerodrome";2019-09-08;"E_BUENOSAIRES";"Buenos Aires";"16.70";8,5;0
"Dolores Aerodrome";2019-09-09;"E_BUENOSAIRES";"Buenos Aires";"12.70";10,4;13
"Dolores Aerodrome";2019-09-10;"E_BUENOSAIRES";"Buenos Aires";"16.10";8,3;0
"Dolores Aerodrome";2019-09-11;"E_BUENOSAIRES";"Buenos Aires";"15.00";6;0
"Dolores Aerodrome";2019-09-12;"E_BUENOSAIRES";"Buenos Aires";"17.70";3;0
"Dolores Aerodrome";2019-09-13;"E_BUENOSAIRES";"Buenos Aires";"14.70";7,6;0
"Dolores Aerodrome";2019-09-14;"E_BUENOSAIRES";"Buenos Aires";"17.70";8,6;0
"Dolores Aerodrome";2019-09-15;"E_BUENOSAIRES";"Buenos Aires";"21.20";9;0
"Dolores Aerodrome";2019-09-16;"E_BUENOSAIRES";"Buenos Aires";"17.20";8,3;0
"Dolores Aerodrome";2019-09-17;"E_BUENOSAIRES";"Buenos Aires";"23.20";3,2;0
"Dolores Aerodrome";2019-09-18;"E_BUENOSAIRES";"Buenos Aires";"18.70";5;0
"Dolores Aerodrome";2019-09-19;"E_BUENOSAIRES";"Buenos Aires";"16.60";10;0
"Dolores Aerodrome";2019-09-20;"E_BUENOSAIRES";"Buenos Aires";"19.00";0,8;0
"Dolores Aerodrome";2019-09-21;"E_BUENOSAIRES";"Buenos Aires";"20.70";4,4;0
"Dolores Aerodrome";2019-09-22;"E_BUENOSAIRES";"Buenos Aires";"18.70";-1,5;0
"Dolores Aerodrome";2019-09-23;"E_BUENOSAIRES";"Buenos Aires";"19.70";1,8;0
"Dolores Aerodrome";2019-09-24;"E_BUENOSAIRES";"Buenos Aires";"26.20";5,3;0
"Dolores Aerodrome";2019-09-25;"E_BUENOSAIRES";"Buenos Aires";"23.50";8,5;0
"Dolores Aerodrome";2019-09-26;"E_BUENOSAIRES";"Buenos Aires";"23.50";5,2;0
"Dolores Aerodrome";2019-09-27;"E_BUENOSAIRES";"Buenos Aires";"17.90";2,2;0
"Dolores Aerodrome";2019-09-28;"E_BUENOSAIRES";"Buenos Aires";"21.10";7;0
"Dolores Aerodrome";2019-09-29;"E_BUENOSAIRES";"Buenos Aires";"27.10";11,3;0
"Dolores Aerodrome";2019-09-30;"E_BUENOSAIRES";"Buenos Aires";"24.40";16,6;2
"Dolores Aerodrome";2019-10-01;"E_BUENOSAIRES";"Buenos Aires";"18.70";10;0
"Dolores Aerodrome";2019-10-02;"E_BUENOSAIRES";"Buenos Aires";"16.90";9;0
"Dolores Aerodrome";2019-10-03;"E_BUENOSAIRES";"Buenos Aires";"12.40";-1;0
"Dolores Aerodrome";2019-10-04;"E_BUENOSAIRES";"Buenos Aires";"16.00";8;1
"Dolores Aerodrome";2019-10-05;"E_BUENOSAIRES";"Buenos Aires";"20.20";6,5;0
"Dolores Aerodrome";2019-10-06;"E_BUENOSAIRES";"Buenos Aires";"22.20";5,5;0
"Dolores Aerodrome";2019-10-07;"E_BUENOSAIRES";"Buenos Aires";"23.20";9;0
"Dolores Aerodrome";2019-10-08;"E_BUENOSAIRES";"Buenos Aires";"23.80";4;0
"Dolores Aerodrome";2019-10-09;"E_BUENOSAIRES";"Buenos Aires";"27.60";7,4;0
"Dolores Aerodrome";2019-10-10;"E_BUENOSAIRES";"Buenos Aires";"28.90";8,5;23
"Dolores Aerodrome";2019-10-11;"E_BUENOSAIRES";"Buenos Aires";"26.20";15;3
"Dolores Aerodrome";2019-10-12;"E_BUENOSAIRES";"Buenos Aires";"18.70";12,5;8
"Dolores Aerodrome";2019-10-13;"E_BUENOSAIRES";"Buenos Aires";"17.50";9;0
"Dolores Aerodrome";2019-10-14;"E_BUENOSAIRES";"Buenos Aires";"13.20";2,7;0
"Dolores Aerodrome";2019-10-15;"E_BUENOSAIRES";"Buenos Aires";"12.60";6;1
"Dolores Aerodrome";2019-10-16;"E_BUENOSAIRES";"Buenos Aires";"18.50";9;0
"La Rioja Aero.";2019-07-19;"";"La Rioja";"21.50";2,5;0
"La Rioja Aero.";2019-07-20;"";"La Rioja";"23.70";4,8;0
"La Rioja Aero.";2019-07-21;"";"La Rioja";"22.70";9,2;2
"La Rioja Aero.";2019-07-22;"";"La Rioja";"16.10";11,4;0
"La Rioja Aero.";2019-07-23;"";"La Rioja";"15.50";9,7;0
"La Rioja Aero.";2019-07-24;"";"La Rioja";"16.90";2,4;1e-04
"La Rioja Aero.";2019-07-25;"";"La Rioja";"17.70";7,4;0
